2 4 0.045052 0.042824 -0.193017 -0.154228 0.075657 0.109489 -0.038098 0.001103
2 5 0.042468 0.036742 -0.173844 -0.124376 0.052019 0.117157 -0.054584 -0.001530
2 6 0.042552 0.037101 -0.176691 -0.118645 0.076475 0.114769 -0.056188 0.001692
2 7 0.037651 0.034889 -0.198531 -0.111315 0.092667 0.185162 -0.063643 -0.000194
2 8 0.032304 0.033470 -0.179661 -0.098150 0.086412 0.144650 -0.083692 -0.001541
2 9 0.039668 0.036868 -0.183252 -0.141529 0.079584 0.128437 -0.044571 0.000821
2 10 0.041924 0.040105 -0.184753 -0.165685 0.141012 0.154860 -0.015107 -0.001493
2 11 0.039208 0.037581 -0.135138 -0.141296 0.148127 0.130629 0.009351 0.002536
2 12 0.044464 0.043673 -0.141577 -0.186415 0.161089 0.118708 0.041844 -0.000261
2 13 0.046398 0.044487 -0.179556 -0.219366 0.191019 0.151550 0.033243 -0.001267
2 14 0.035855 0.035033 -0.113817 -0.132895 0.166872 0.145363 0.022584 0.001663
2 15 0.039508 0.037141 -0.188255 -0.165689 0.144375 0.162916 -0.025247 0.000740
2 16 0.035254 0.032535 -0.191488 -0.128511 0.082499 0.130608 -0.057883 0.000095
2 17 0.039221 0.036269 -0.162813 -0.106300 0.070881 0.128571 -0.056604 -0.004239
2 18 0.039026 0.037493 -0.160177 -0.140120 0.134468 0.142387 -0.013869 -0.000011
2 19 0.044220 0.042732 -0.173359 -0.199400 0.185427 0.165619 0.013924 -0.001416
2 20 0.041120 0.038873 -0.056743 -0.105304 0.184565 0.125660 0.054473 0.000404
2 21 0.039032 0.038050 -0.191221 -0.237782 0.187109 0.145590 0.042110 -0.000099
2 22 0.040196 0.038749 -0.188019 -0.199076 0.149624 0.137194 0.014510 0.001891
2 23 0.038779 0.035137 -0.160498 -0.160431 0.112028 0.106783 -0.001568 0.000524
2 24 0.034773 0.033921 -0.183002 -0.125874 0.142002 0.175104 -0.047965 -0.002451
2 25 0.039683 0.039117 -0.198563 -0.119827 0.064144 0.170130 -0.096453 -0.000089
2 26 0.037282 0.036259 -0.195751 -0.138445 0.043932 0.118221 -0.063539 -0.001795
2 27 0.038479 0.038912 -0.187622 -0.122473 0.134842 0.205990 -0.060368 -0.000369
2 28 0.044543 0.044045 -0.196285 -0.147383 0.170339 0.233975 -0.050275 0.001618
2 29 0.043135 0.042301 -0.184126 -0.132820 0.114166 0.165918 -0.042430 0.001909
2 30 0.042849 0.037309 -0.176508 -0.118349 0.160427 0.206207 -0.053195 -0.000230
2 31 0.043346 0.039212 -0.199874 -0.144634 0.166868 0.228172 -0.057783 -0.000519
2 32 0.037024 0.038461 -0.191535 -0.145744 0.122013 0.215160 -0.076704 -0.001232
2 0 0.057052 0.038116 -0.199874 -0.237782 0.191019 0.233975 -0.032995 -0.000053
3 1 0.032908 0.035166 -0.192593 -0.113279 0.079306 0.186350 -0.088500 -0.000846
3 2 0.038617 0.034370 -0.190062 -0.124210 0.050301 0.118578 -0.062183 -0.001446
3 3 0.035165 0.032718 -0.180103 -0.129751 0.104082 0.153948 -0.046359 0.000705
3 4 0.043731 0.041435 -0.191648 -0.154228 0.076439 0.133759 -0.039981 -0.001127
3 5 0.041887 0.036459 -0.170622 -0.124376 0.052019 0.117157 -0.050388 0.001619
3 6 0.043824 0.038621 -0.196154 -0.127403 0.178082 0.218203 -0.056676 0.001137
3 7 0.036855 0.033494 -0.198531 -0.115670 0.052179 0.144876 -0.063331 -0.000081
3 8 0.034904 0.034205 -0.179661 -0.091908 0.086412 0.144650 -0.081040 0.000293
3 9 0.041771 0.039226 -0.180737 -0.137224 0.088985 0.120947 -0.045800 -0.000015
3 10 0.043806 0.042540 -0.169976 -0.163268 0.141012 0.154860 -0.015296 -0.002788
3 11 0.040450 0.038715 -0.135138 -0.141296 0.181875 0.164455 0.006247 -0.000193
3 12 0.046178 0.045461 -0.148293 -0.192118 0.161674 0.119110 0.040468 -0.001462
3 13 0.045595 0.043528 -0.100861 -0.139061 0.191019 0.151550 0.034750 0.000539
3 14 0.036044 0.035609 -0.162627 -0.192505 0.162802 0.136805 0.020665 -0.000493
3 15 0.040749 0.038222 -0.192579 -0.152256 0.120701 0.139252 -0.026114 -0.000007
3 16 0.035263 0.033555 -0.191488 -0.136130 0.082499 0.130608 -0.056107 0.001155
3 17 0.046921 0.044321 -0.179176 -0.142955 0.118637 0.178322 -0.052357 0.000903
3 18 0.039179 0.037394 -0.199255 -0.180140 0.134468 0.142387 -0.013013 0.000720
3 19 0.042185 0.040051 -0.115190 -0.116249 0.194765 0.174532 0.014211 -0.000774
3 20 0.044111 0.041748 -0.067188 -0.116146 0.184565 0.125660 0.056585 0.002597
3 21 0.035414 0.034170 -0.112970 -0.158005 0.165289 0.128553 0.042520 0.000300
3 22 0.038536 0.037118 -0.188019 -0.199076 0.149624 0.137194 0.013061 0.001252
3 23 0.040600 0.037540 -0.185780 -0.183506 0.111435 0.106207 -0.002599 -0.000784
3 24 0.035266 0.034338 -0.194547 -0.161808 0.142002 0.175104 -0.046030 -0.000879
3 25 0.040082 0.039284 -0.198563 -0.132738 0.064144 0.170130 -0.098530 -0.003477
3 26 0.036387 0.034669 -0.188965 -0.124733 0.069740 0.146221 -0.061374 0.000011
3 27 0.037991 0.038248 -0.187622 -0.122473 0.134842 0.205990 -0.060781 -0.000614
3 28 0.041879 0.041179 -0.196285 -0.141130 0.170339 0.233975 -0.048768 0.002719
3 29 0.041889 0.041306 -0.152155 -0.112722 0.106646 0.158558 -0.044360 -0.000283
3 30 0.040751 0.035210 -0.175633 -0.118349 0.160427 0.206207 -0.052995 0.000708
3 31 0.045676 0.041934 -0.199874 -0.144634 0.166868 0.228172 -0.059030 -0.000833
3 32 0.039784 0.041865 -0.191535 -0.145744 0.122013 0.215160 -0.076066 -0.001433
3 0 0.057119 0.038307 -0.199874 -0.199076 0.194765 0.233975 -0.032931 -0.000115
4 1 0.036161 0.038390 -0.193264 -0.113279 0.079306 0.186350 -0.088602 -0.000723
4 2 0.038577 0.035003 -0.190062 -0.124210 0.058292 0.130711 -0.060625 0.001031
4 3 0.034482 0.032099 -0.174232 -0.129751 0.104082 0.153948 -0.047146 -0.001014
4 4 0.045052 0.042824 -0.193017 -0.154228 0.075657 0.109489 -0.038098 0.001103
4 5 0.042468 0.036742 -0.173844 -0.124376 0.052019 0.117157 -0.054584 -0.001530
4 6 0.042552 0.037101 -0.176691 -0.118645 0.076475 0.114769 -0.056188 0.001692
4 7 0.037651 0.034889 -0.198531 -0.111315 0.092667 0.185162 -0.063643 -0.000194
4 8 0.032304 0.033470 -0.179661 -0.098150 0.086412 0.144650 -0.083692 -0.001541
4 9 0.039668 0.036868 -0.183252 -0.141529 0.079584 0.128437 -0.044571 0.000821
4 10 0.041924 0.040105 -0.184753 -0.165685 0.141012 0.154860 -0.015107 -0.001493
4 11 0.039208 0.037581 -0.135138 -0.141296 0.148127 0.130629 0.009351 0.002536
4 12 0.044464 0.043673 -0.141577 -0.186415 0.161089 0.118708 0.041844 -0.000261
4 13 0.046398 0.044487 -0.179556 -0.219366 0.191019 0.151550 0.033243 -0.001267
4 14 0.035855 0.035033 -0.113817 -0.132895 0.166872 0.145363 0.022584 0.001663
4 15 0.039508 0.037141 -0.188255 -0.165689 0.144375 0.162916 -0.025247 0.000740
4 16 0.035254 0.032535 -0.191488 -0.128511 0.082499 0.130608 -0.057883 0.000095
4 17 0.039221 0.036269 -0.162813 -0.106300 0.070881 0.128571 -0.056604 -0.004239
4 18 0.039026 0.037493 -0.160177 -0.140120 0.134468 0.142387 -0.013869 -0.000011
4 19 0.044220 0.042732 -0.173359 -0.199400 0.185427 0.165619 0.013924 -0.001416
4 20 0.041120 0.038873 -0.056743 -0.105304 0.184565 0.125660 0.054473 0.000404
4 21 0.039032 0.038050 -0.191221 -0.237782 0.187109 0.145590 0.042110 -0.000099
4 22 0.040196 0.038749 -0.188019 -0.199076 0.149624 0.137194 0.014510 0.001891
4 23 0.038779 0.035137 -0.160498 -0.160431 0.112028 0.106783 -0.001568 0.000524
4 24 0.034773 0.033921 -0.183002 -0.125874 0.142002 0.175104 -0.047965 -0.002451
4 25 0.039683 0.039117 -0.198563 -0.119827 0.064144 0.170130 -0.096453 -0.000089
4 26 0.037282 0.036259 -0.195751 -0.138445 0.043932 0.118221 -0.063539 -0.001795
4 27 0.038479 0.038912 -0.187622 -0.122473 0.134842 0.205990 -0.060368 -0.000369
4 28 0.044543 0.044045 -0.196285 -0.147383 0.170339 0.233975 -0.050275 0.001618
4 29 0.043135 0.042301 -0.184126 -0.132820 0.114166 0.165918 -0.042430 0.001909
4 30 0.042849 0.037309 -0.176508 -0.118349 0.160427 0.206207 -0.053195 -0.000230
4 31 0.043346 0.039212 -0.199874 -0.144634 0.166868 0.228172 -0.057783 -0.000519
4 32 0.037024 0.038461 -0.191535 -0.145744 0.122013 0.215160 -0.076704 -0.001232
4 0 0.057052 0.038116 -0.199874 -0.237782 0.191019 0.233975 -0.032995 -0.000053
