1 1 0.032908 0.035166 -0.192593 -0.113279 0.079306 0.186350 -0.088500 -0.000846
1 2 0.038617 0.034370 -0.190062 -0.124210 0.050301 0.118578 -0.062183 -0.001446
1 3 0.035165 0.032718 -0.180103 -0.129751 0.104082 0.153948 -0.046359 0.000705
1 4 0.043731 0.041435 -0.191648 -0.154228 0.076439 0.133759 -0.039981 -0.001127
1 5 0.041887 0.036459 -0.170622 -0.124376 0.052019 0.117157 -0.050388 0.001619
1 6 0.043824 0.038621 -0.196154 -0.127403 0.178082 0.218203 -0.056676 0.001137
1 7 0.036855 0.033494 -0.198531 -0.115670 0.052179 0.144876 -0.063331 -0.000081
1 8 0.034904 0.034205 -0.179661 -0.091908 0.086412 0.144650 -0.081040 0.000293
1 9 0.041771 0.039226 -0.180737 -0.137224 0.088985 0.120947 -0.045800 -0.000015
1 10 0.043806 0.042540 -0.169976 -0.163268 0.141012 0.154860 -0.015296 -0.002788
1 11 0.040450 0.038715 -0.135138 -0.141296 0.181875 0.164455 0.006247 -0.000193
1 12 0.046178 0.045461 -0.148293 -0.192118 0.161674 0.119110 0.040468 -0.001462
1 13 0.045595 0.043528 -0.100861 -0.139061 0.191019 0.151550 0.034750 0.000539
1 14 0.036044 0.035609 -0.162627 -0.192505 0.162802 0.136805 0.020665 -0.000493
1 15 0.040749 0.038222 -0.192579 -0.152256 0.120701 0.139252 -0.026114 -0.000007
1 16 0.035263 0.033555 -0.191488 -0.136130 0.082499 0.130608 -0.056107 0.001155
1 17 0.046921 0.044321 -0.179176 -0.142955 0.118637 0.178322 -0.052357 0.000903
1 18 0.039179 0.037394 -0.199255 -0.180140 0.134468 0.142387 -0.013013 0.000720
1 19 0.042185 0.040051 -0.115190 -0.116249 0.194765 0.174532 0.014211 -0.000774
1 20 0.044111 0.041748 -0.067188 -0.116146 0.184565 0.125660 0.056585 0.002597
1 21 0.035414 0.034170 -0.112970 -0.158005 0.165289 0.128553 0.042520 0.000300
1 22 0.038536 0.037118 -0.188019 -0.199076 0.149624 0.137194 0.013061 0.001252
1 23 0.040600 0.037540 -0.185780 -0.183506 0.111435 0.106207 -0.002599 -0.000784
1 24 0.035266 0.034338 -0.194547 -0.161808 0.142002 0.175104 -0.046030 -0.000879
1 25 0.040082 0.039284 -0.198563 -0.132738 0.064144 0.170130 -0.098530 -0.003477
1 26 0.036387 0.034669 -0.188965 -0.124733 0.069740 0.146221 -0.061374 0.000011
1 27 0.037991 0.038248 -0.187622 -0.122473 0.134842 0.205990 -0.060781 -0.000614
1 28 0.041879 0.041179 -0.196285 -0.141130 0.170339 0.233975 -0.048768 0.002719
1 29 0.041889 0.041306 -0.152155 -0.112722 0.106646 0.158558 -0.044360 -0.000283
1 30 0.040751 0.035210 -0.175633 -0.118349 0.160427 0.206207 -0.052995 0.000708
1 31 0.045676 0.041934 -0.199874 -0.144634 0.166868 0.228172 -0.059030 -0.000833
1 32 0.039784 0.041865 -0.191535 -0.145744 0.122013 0.215160 -0.076066 -0.001433
1 0 0.057119 0.038307 -0.199874 -0.199076 0.194765 0.233975 -0.032931 -0.000115
2 1 0.036161 0.038390 -0.193264 -0.113279 0.079306 0.186350 -0.088602 -0.000723
2 2 0.038577 0.035003 -0.190062 -0.124210 0.058292 0.130711 -0.060625 0.001031
2 3 0.034482 0.032099 -0.174232 -0.129751 0.104082 0.153948 -0.047146 -0.001014
