2 11 0.023318 -0.380639 0.023094 -0.383560 0.000648 0.000241
2 12 0.025219 -0.379838 0.024810 -0.414049 0.002592 0.000082
2 13 0.021842 -0.335377 0.021609 -0.365212 0.002053 0.000016
2 14 0.021288 -0.336635 0.021319 -0.357641 0.001422 0.000188
2 15 0.016800 -0.307955 0.017187 -0.288918 -0.001433 0.000107
2 16 0.020829 -0.406933 0.020583 -0.346033 -0.003376 0.000072
2 17 0.022977 -0.439860 0.022419 -0.379367 -0.003292 -0.000167
2 18 0.009496 -0.173377 0.010109 -0.169950 -0.000790 0.000034
2 19 0.024487 -0.398989 0.024312 -0.411004 0.000948 0.000042
2 20 0.023833 -0.351116 0.023292 -0.394706 0.003291 0.000125
2 21 0.016476 -0.234522 0.016208 -0.271536 0.002566 0.000062
2 22 0.021784 -0.350597 0.020956 -0.349076 0.000968 0.000215
2 23 0.023592 -0.402995 0.022055 -0.374796 0.000005 0.000121
2 24 0.019415 -0.373122 0.020113 -0.340222 -0.002777 -0.000068
2 25 0.015573 -0.355881 0.016242 -0.272231 -0.005682 0.000076
2 26 0.018952 -0.378476 0.020565 -0.344802 -0.003730 -0.000023
2 27 0.019745 -0.384859 0.018756 -0.309724 -0.003558 0.000069
2 28 0.020968 -0.400106 0.021363 -0.355924 -0.002869 0.000224
2 29 0.019792 -0.370368 0.020525 -0.339089 -0.002434 0.000231
2 30 0.020382 -0.391958 0.018679 -0.311684 -0.003096 0.000069
2 31 0.016866 -0.339531 0.015910 -0.267196 -0.003363 0.000043
2 32 0.020504 -0.416722 0.021099 -0.352700 -0.004507 0.000025
2 0 0.021989 -0.402172 0.020122 -0.338561 -0.001861 0.000084
3 1 0.020475 -0.433386 0.021245 -0.360566 -0.005160 0.000027
3 2 0.019139 -0.386160 0.017786 -0.303601 -0.003580 -0.000012
3 3 0.019765 -0.377931 0.018575 -0.311781 -0.002707 0.000088
3 4 0.023493 -0.436797 0.023634 -0.401249 -0.002272 0.000020
3 5 0.025759 -0.480027 0.024120 -0.401938 -0.002913 0.000186
3 6 0.024942 -0.473302 0.022114 -0.369540 -0.003263 0.000168
3 7 0.020500 -0.411283 0.022808 -0.388658 -0.003650 0.000072
3 8 0.019455 -0.408969 0.018521 -0.313394 -0.004708 0.000092
3 9 0.017165 -0.337173 0.018218 -0.310091 -0.002609 0.000081
3 10 0.027456 -0.484426 0.027264 -0.468969 -0.000777 -0.000049
3 11 0.022722 -0.374593 0.022335 -0.374403 0.000462 0.000078
3 12 0.022350 -0.336138 0.021965 -0.370663 0.002473 -0.000007
3 13 0.022951 -0.353233 0.022466 -0.378469 0.002145 0.000129
3 14 0.019675 -0.310951 0.020088 -0.338635 0.001301 0.000053
3 15 0.017679 -0.323480 0.017756 -0.299133 -0.001480 0.000066
3 16 0.020997 -0.408968 0.021027 -0.353414 -0.003258 0.000137
3 17 0.026599 -0.497818 0.025534 -0.428084 -0.003006 0.000156
3 18 0.012033 -0.215433 0.011975 -0.200890 -0.000730 0.000083
3 19 0.022536 -0.364994 0.022286 -0.375450 0.000951 0.000063
3 20 0.024450 -0.362546 0.023919 -0.406139 0.003394 0.000257
3 21 0.015279 -0.213334 0.015272 -0.254805 0.002591 0.000081
3 22 0.022646 -0.365251 0.021818 -0.362966 0.000888 0.000181
3 23 0.023694 -0.404829 0.022413 -0.381307 -0.000048 0.000053
3 24 0.020230 -0.386094 0.020476 -0.346003 -0.002653 0.000023
3 25 0.016568 -0.374244 0.016326 -0.276726 -0.005806 -0.000124
3 26 0.019541 -0.387601 0.020645 -0.345916 -0.003582 0.000084
3 27 0.020232 -0.391988 0.019023 -0.313174 -0.003592 0.000058
3 28 0.019581 -0.374462 0.019736 -0.326579 -0.002796 0.000281
3 29 0.019734 -0.370097 0.020009 -0.331448 -0.002558 0.000098
3 30 0.018869 -0.366490 0.017130 -0.284819 -0.003094 0.000116
3 31 0.019476 -0.383507 0.018407 -0.308570 -0.003425 0.000044
3 32 0.023071 -0.457650 0.024092 -0.401704 -0.004473 0.000023
3 0 0.022619 -0.412660 0.020113 -0.338426 -0.001855 0.000080
4 1 0.022236 -0.463084 0.023832 -0.404181 -0.005156 0.000048
4 2 0.019557 -0.392946 0.018633 -0.316732 -0.003471 0.000137
4 3 0.018953 -0.363106 0.017246 -0.289308 -0.002763 -0.000009
4 4 0.026355 -0.484593 0.026375 -0.446756 -0.002145 0.000160
4 5 0.025594 -0.480784 0.023683 -0.397164 -0.003167 -0.000001
4 6 0.023980 -0.458417 0.021112 -0.353653 -0.003216 0.000202
4 7 0.021878 -0.434962 0.024490 -0.417401 -0.003668 0.000067
4 8 0.017405 -0.376742 0.017189 -0.292369 -0.004883 -0.000024
4 9 0.015262 -0.304031 0.017577 -0.298799 -0.002545 0.000124
4 10 0.024694 -0.436918 0.024095 -0.413398 -0.000770 0.000020
4 11 0.023318 -0.380639 0.023094 -0.383560 0.000648 0.000241
4 12 0.025219 -0.379838 0.024810 -0.414049 0.002592 0.000082
4 13 0.021842 -0.335377 0.021609 -0.365212 0.002053 0.000016
4 14 0.021288 -0.336635 0.021319 -0.357641 0.001422 0.000188
4 15 0.016800 -0.307955 0.017187 -0.288918 -0.001433 0.000107
4 16 0.020829 -0.406933 0.020583 -0.346033 -0.003376 0.000072
4 17 0.022977 -0.439860 0.022419 -0.379367 -0.003292 -0.000167
4 18 0.009496 -0.173377 0.010109 -0.169950 -0.000790 0.000034
4 19 0.024487 -0.398989 0.024312 -0.411004 0.000948 0.000042
4 20 0.023833 -0.351116 0.023292 -0.394706 0.003291 0.000125
4 21 0.016476 -0.234522 0.016208 -0.271536 0.002566 0.000062
4 22 0.021784 -0.350597 0.020956 -0.349076 0.000968 0.000215
4 23 0.023592 -0.402995 0.022055 -0.374796 0.000005 0.000121
4 24 0.019415 -0.373122 0.020113 -0.340222 -0.002777 -0.000068
4 25 0.015573 -0.355881 0.016242 -0.272231 -0.005682 0.000076
4 26 0.018952 -0.378476 0.020565 -0.344802 -0.003730 -0.000023
4 27 0.019745 -0.384859 0.018756 -0.309724 -0.003558 0.000069
4 28 0.020968 -0.400106 0.021363 -0.355924 -0.002869 0.000224
4 29 0.019792 -0.370368 0.020525 -0.339089 -0.002434 0.000231
4 30 0.020382 -0.391958 0.018679 -0.311684 -0.003096 0.000069
4 31 0.016866 -0.339531 0.015910 -0.267196 -0.003363 0.000043
4 32 0.020504 -0.416722 0.021099 -0.352700 -0.004507 0.000025
4 0 0.021989 -0.402172 0.020122 -0.338561 -0.001861 0.000084
