1 1 0.020475 -0.433386 0.021245 -0.360566 -0.005160 0.000027
1 2 0.019139 -0.386160 0.017786 -0.303601 -0.003580 -0.000012
1 3 0.019765 -0.377931 0.018575 -0.311781 -0.002707 0.000088
1 4 0.023493 -0.436797 0.023634 -0.401249 -0.002272 0.000020
1 5 0.025759 -0.480027 0.024120 -0.401938 -0.002913 0.000186
1 6 0.024942 -0.473302 0.022114 -0.369540 -0.003263 0.000168
1 7 0.020500 -0.411283 0.022808 -0.388658 -0.003650 0.000072
1 8 0.019455 -0.408969 0.018521 -0.313394 -0.004708 0.000092
1 9 0.017165 -0.337173 0.018218 -0.310091 -0.002609 0.000081
1 10 0.027456 -0.484426 0.027264 -0.468969 -0.000777 -0.000049
1 11 0.022722 -0.374593 0.022335 -0.374403 0.000462 0.000078
1 12 0.022350 -0.336138 0.021965 -0.370663 0.002473 -0.000007
1 13 0.022951 -0.353233 0.022466 -0.378469 0.002145 0.000129
1 14 0.019675 -0.310951 0.020088 -0.338635 0.001301 0.000053
1 15 0.017679 -0.323480 0.017756 -0.299133 -0.001480 0.000066
1 16 0.020997 -0.408968 0.021027 -0.353414 -0.003258 0.000137
1 17 0.026599 -0.497818 0.025534 -0.428084 -0.003006 0.000156
1 18 0.012033 -0.215433 0.011975 -0.200890 -0.000730 0.000083
1 19 0.022536 -0.364994 0.022286 -0.375450 0.000951 0.000063
1 20 0.024450 -0.362546 0.023919 -0.406139 0.003394 0.000257
1 21 0.015279 -0.213334 0.015272 -0.254805 0.002591 0.000081
1 22 0.022646 -0.365251 0.021818 -0.362966 0.000888 0.000181
1 23 0.023694 -0.404829 0.022413 -0.381307 -0.000048 0.000053
1 24 0.020230 -0.386094 0.020476 -0.346003 -0.002653 0.000023
1 25 0.016568 -0.374244 0.016326 -0.276726 -0.005806 -0.000124
1 26 0.019541 -0.387601 0.020645 -0.345916 -0.003582 0.000084
1 27 0.020232 -0.391988 0.019023 -0.313174 -0.003592 0.000058
1 28 0.019581 -0.374462 0.019736 -0.326579 -0.002796 0.000281
1 29 0.019734 -0.370097 0.020009 -0.331448 -0.002558 0.000098
1 30 0.018869 -0.366490 0.017130 -0.284819 -0.003094 0.000116
1 31 0.019476 -0.383507 0.018407 -0.308570 -0.003425 0.000044
1 32 0.023071 -0.457650 0.024092 -0.401704 -0.004473 0.000023
1 0 0.022619 -0.412660 0.020113 -0.338426 -0.001855 0.000080
2 1 0.022236 -0.463084 0.023832 -0.404181 -0.005156 0.000048
2 2 0.019557 -0.392946 0.018633 -0.316732 -0.003471 0.000137
2 3 0.018953 -0.363106 0.017246 -0.289308 -0.002763 -0.000009
2 4 0.026355 -0.484593 0.026375 -0.446756 -0.002145 0.000160
2 5 0.025594 -0.480784 0.023683 -0.397164 -0.003167 -0.000001
2 6 0.023980 -0.458417 0.021112 -0.353653 -0.003216 0.000202
2 7 0.021878 -0.434962 0.024490 -0.417401 -0.003668 0.000067
2 8 0.017405 -0.376742 0.017189 -0.292369 -0.004883 -0.000024
2 9 0.015262 -0.304031 0.017577 -0.298799 -0.002545 0.000124
2 10 0.024694 -0.436918 0.024095 -0.413398 -0.000770 0.000020
