A = -0.090467396449870827 +- 0.002787401930230096
B = -0.055046102601971153 +- 0.001415578686615998
C = -0.001212498370020511 +- 0.002482620535876205
D = -0.009644689130069677 +- 0.003391848881411868
E = -0.000899778085799329 +- 0.001698350652415498
F1 = 0.018376482268581840 +- 0.004850381120120501
F2 = 0.011178509962787223 +- 0.003541717645288980
F3 = 0.000917837206933182 +- 0.002719741612391355
F4 = 0.001096490969031347 +- 0.002282624288066901
F5 = -0.010566640033514759 +- 0.002422124147771767
F6 = 0.004189169014527926 +- 0.002776785454328459
F7 = 0.020117417142661704 +- 0.003538256417867872
F8 = 0.039348717364906402 +- 0.004830392403599861
F9 = 0.027944692853240739 +- 0.004210933018402219
F10 = 0.024309861347677594 +- 0.003000605149189904
F11 = 0.026007607857481574 +- 0.002093624933276881
F12 = 0.046287864448834905 +- 0.001720722321095574
F13 = 0.040657594057774651 +- 0.001464282826314539
F14 = 0.045080967991485421 +- 0.001959281553966617
F15 = 0.023421122059754905 +- 0.002884571168721493
F16 = 0.031744133128352552 +- 0.004173090636827498
F17 = 0.019660267115182272 +- 0.004522918499763343
F18 = 0.025707666395460394 +- 0.003069652685736806
F19 = 0.028344191193621641 +- 0.001981934692569053
F20 = 0.059501496542639233 +- 0.001402240873990968
F21 = 0.049531297489537017 +- 0.001505397191422223
F22 = 0.036649136846561028 +- 0.002126122641190801
F23 = 0.048299996925365241 +- 0.002893548255528074
F24 = 0.041450979578348639 +- 0.004160734167576794
F25 = 0.010041950286040146 +- 0.004925831569451573
F26 = 0.002483024047618633 +- 0.003487109120349537
F27 = -0.012410200004149181 +- 0.002719236703635887
F28 = -0.013455143605582268 +- 0.002139088205735981
F29 = -0.002624039835756291 +- 0.002108920912742234
F30 = 0.003044131261414599 +- 0.002684368470607496
F31 = 0.024765620325060710 +- 0.003503721896891434
F32 = 0.044275638443647243 +- 0.004716995369115805
