A = -0.061206384947720328 +- 0.001292568911746522
B = -0.045990566865648633 +- 0.000641721270276133
C = -0.006572643763631915 +- 0.001149029381814732
D = -0.001318090637512221 +- 0.001559327060874096
E = 0.001439683576793452 +- 0.000772737038905798
F1 = 0.025225785876374703 +- 0.002243191928372499
F2 = 0.012932723595241511 +- 0.001656844186969008
F3 = 0.008606844483558843 +- 0.001234834182593158
F4 = 0.000573316806891311 +- 0.000997631112657114
F5 = -0.003575718798177617 +- 0.001005536779768293
F6 = 0.000684952086331550 +- 0.001221210459086950
F7 = 0.006088180152590940 +- 0.001631947934183153
F8 = 0.020883868428536498 +- 0.002206809978305687
F9 = 0.024619037365170272 +- 0.001954599371953370
F10 = 0.024303518669985664 +- 0.001369236438283362
F11 = 0.032023026753009741 +- 0.000930819110896651
F12 = 0.045101281705774134 +- 0.000699750981408308
F13 = 0.042675594877843774 +- 0.000694531150175271
F14 = 0.033637706509197562 +- 0.000943290148207587
F15 = 0.029781009881245886 +- 0.001337573809822929
F16 = 0.026085345910039241 +- 0.001918689427862314
F17 = 0.031807615850242089 +- 0.001965379990712170
F18 = 0.035766472111164099 +- 0.001360547810845080
F19 = 0.048386603752810363 +- 0.000941578194147711
F20 = 0.051375595336574112 +- 0.000691985274360436
F21 = 0.042984766702429227 +- 0.000674353164059604
F22 = 0.033796137001640393 +- 0.000930291278887189
F23 = 0.031856248050146065 +- 0.001347501388871658
F24 = 0.029795115672399206 +- 0.001919354665177392
F25 = 0.024385527168293401 +- 0.002232268427705590
F26 = 0.027345970088699611 +- 0.001649024168937630
F27 = 0.014475391309611058 +- 0.001225344951519570
F28 = 0.001515463292728381 +- 0.000999544010925657
F29 = 0.003986595369790790 +- 0.000981429699610611
F30 = 0.003310310670184118 +- 0.001205578255551043
F31 = 0.016170592098116488 +- 0.001614072921230011
F32 = 0.033027104820438524 +- 0.002199348114742576
