962.060000 2031.290000 -7.418590 0.003917 17.241100 32.000000 -0.056418 0.906135 0.791517 17.258300 0.017185 1.267417 7394.060000 6411.285000 17.184700
1649.590000 1015.990000 -8.519560 0.001976 16.179100 32.000000 -0.082605 0.990391 0.666172 16.175400 -0.003761 1.138942 8081.588000 5395.994000 16.096500
1664.620000 1639.260000 -10.593600 0.000741 14.131800 32.000000 -0.121699 0.992233 0.743118 14.094900 -0.036899 1.262852 8096.623000 6019.258000 14.010100
94.017300 835.625000 -9.501840 0.001484 15.308700 32.000000 -0.191535 0.799757 0.643904 15.162900 -0.145744 1.110155 6526.018000 5215.625000 15.117100
1478.460000 1860.710000 -8.178470 0.002379 16.516500 32.000000 -0.075949 0.969419 0.770458 16.523300 0.006880 1.110265 7910.456000 6240.713000 16.440500
615.827000 1693.910000 -8.678190 0.002364 16.011300 32.000000 -0.070334 0.863704 0.749865 16.004300 -0.007013 1.108711 7047.827000 6073.906000 15.940900
1334.370000 2177.630000 -9.803260 0.001107 14.913900 32.000000 -0.097695 0.951761 0.809584 14.899100 -0.014769 1.105563 7766.368000 6557.632000 14.816200
1501.410000 3953.020000 -9.970320 0.000922 14.779200 32.000000 -0.133144 0.972231 1.028770 14.753700 -0.025455 1.136530 7933.406000 8333.017000 14.646000
1577.450000 1061.760000 -8.759160 0.002223 15.925000 32.000000 -0.080411 0.981551 0.671822 15.922200 -0.002786 1.262852 8009.455000 5441.758000 15.844600
314.476000 2844.180000 -6.903620 0.009768 17.747000 32.000000 -0.031599 0.826774 0.891875 17.785200 0.038185 1.110155 6746.477000 7224.184000 17.715400
423.854000 3499.950000 -9.162230 0.001909 15.525500 32.000000 -0.139338 0.840178 0.972834 15.466000 -0.059545 1.816041 6855.854000 7879.954000 15.386200
76.843300 522.453000 -7.057010 0.008527 17.557200 32.000000 0.004471 0.797652 0.605241 17.604700 0.047443 1.112967 6508.844000 4902.453000 17.561700
1840.460000 1500.390000 -8.291490 0.002220 16.402000 32.000000 -0.076908 1.013780 0.725974 16.412600 0.010569 1.134210 8272.464000 5880.387000 16.325100
448.095000 2927.700000 -8.508970 0.002889 16.169400 32.000000 -0.059649 0.843149 0.902185 16.183000 0.013628 1.112967 6880.095000 7307.695000 16.109700
483.574000 1829.340000 -9.368020 0.001595 15.349600 32.000000 -0.098609 0.847497 0.766585 15.313000 -0.036525 1.110155 6915.573000 6209.338000 15.251000
1837.180000 2857.200000 -7.865230 0.003419 16.849000 32.000000 -0.095518 1.013380 0.893482 16.855000 0.006023 1.112662 8269.177000 7237.201000 16.753500
89.709800 3316.920000 -6.799870 0.011240 17.895500 32.000000 -0.076397 0.799229 0.950237 17.890400 -0.005075 1.110155 6521.709000 7696.923000 17.819100
1114.380000 2287.620000 -7.566520 0.004082 17.074500 32.000000 -0.022259 0.924801 0.823162 17.131600 0.057165 1.112662 7546.375000 6667.615000 17.052200
1991.240000 2022.000000 -8.186300 0.002655 16.540900 32.000000 -0.107857 1.032260 0.790370 16.529000 -0.011824 1.106933 8423.241000 6401.998000 16.433000
1517.330000 1142.840000 -7.023960 0.006833 17.674900 32.000000 -0.079725 0.974183 0.681832 17.672200 -0.002728 1.108539 7949.331000 5522.842000 17.595200
854.803000 804.873000 -8.006610 0.004022 16.697400 32.000000 -0.085005 0.892991 0.640108 16.672500 -0.024864 1.110155 7286.803000 5184.873000 16.612400
794.599000 612.132000 -6.656380 0.006253 17.968000 32.000000 -0.008316 0.885613 0.616313 18.017100 0.049065 1.138942 7226.599000 4992.132000 17.959700
973.996000 1296.540000 -9.645480 0.001197 15.099100 32.000000 -0.126807 0.907598 0.700807 15.039100 -0.060015 1.121883 7405.996000 5676.535000 14.972300
1921.420000 510.954000 -7.306620 0.003896 17.364400 32.000000 -0.054855 1.023700 0.603821 17.390500 0.026100 1.138496 8353.416000 4890.954000 17.309500
1865.920000 1329.820000 -7.113600 0.008772 17.627800 32.000000 -0.122450 1.016900 0.704916 17.591900 -0.035950 1.110155 8297.919000 5709.820000 17.505400
480.854000 3608.230000 -8.191540 0.002971 16.594700 32.000000 -0.168453 0.847163 0.986201 16.508500 -0.086193 1.121883 6912.854000 7988.229000 16.426300
705.440000 3157.970000 -7.207220 0.005972 17.423500 32.000000 -0.050663 0.874686 0.930613 17.453800 0.030344 1.499924 7137.440000 7537.967000 17.372800
1840.160000 2848.210000 -7.876740 0.002873 16.849000 32.000000 -0.106785 1.013750 0.892372 16.843700 -0.005278 1.110265 8272.161000 7228.210000 16.742200
1204.060000 2160.000000 -8.860580 0.001691 15.865400 32.000000 -0.122764 0.935792 0.807408 15.822600 -0.042798 1.267417 7636.062000 6540.004000 15.742700
830.245000 1403.250000 -8.611590 0.002240 16.114200 32.000000 -0.108013 0.889981 0.713982 16.071100 -0.043175 1.121883 7262.245000 5783.254000 16.006200
876.482000 3524.980000 -8.804260 0.002186 15.851100 32.000000 -0.036198 0.895647 0.975923 15.903800 0.052771 1.108711 7308.482000 7904.980000 15.814900
1633.840000 1060.980000 -8.531470 0.002290 16.179100 32.000000 -0.091467 0.988460 0.671726 16.166600 -0.012592 1.108539 8065.836000 5440.981000 16.087700
538.899000 3620.250000 -8.178430 0.002494 16.594700 32.000000 -0.169893 0.854277 0.987685 16.508400 -0.086367 1.267417 6970.899000 8000.247000 16.424800
382.536000 1525.150000 -7.908800 0.004432 16.807000 32.000000 -0.096798 0.835115 0.729031 16.767400 -0.039572 1.110155 6814.537000 5905.152000 16.710200
176.306000 3249.070000 -7.483220 0.007412 17.231500 32.000000 -0.095173 0.809842 0.941861 17.208400 -0.023115 1.104583 6608.307000 7629.075000 17.136300
755.454000 1499.510000 -8.578250 0.003416 16.114200 32.000000 -0.074646 0.880815 0.725865 16.103800 -0.010416 1.121582 7187.454000 5879.506000 16.039600
448.095000 2927.700000 -8.508970 0.002889 16.169400 32.000000 -0.059649 0.843149 0.902185 16.183000 0.013628 1.112967 6880.095000 7307.695000 16.109700
787.619000 660.979000 -6.648470 0.006009 17.968000 32.000000 0.002460 0.884757 0.622343 18.028100 0.060087 1.110265 7219.620000 5040.979000 17.970500
